zip,est,lat,lng,city,state_name
4009,1,44.04791,-70.73632,Bridgton,Maine
4011,2,43.90068,-69.97607,Brunswick,Maine
4092,1,43.69542,-70.35389,Westbrook,Maine
4101,2,43.6624,-70.2586,Portland,Maine
4103,1,43.69392,-70.2909,Portland,Maine
4105,1,43.74753,-70.2825,Falmouth,Maine
4106,1,43.63081,-70.28972,South Portland,Maine
4210,1,44.08505,-70.24923,Auburn,Maine
4217,1,44.36726,-70.83364,Bethel,Maine
4240,1,44.09147,-70.16808,Lewiston,Maine
4270,1,44.11241,-70.51559,Oxford,Maine
4330,1,44.36387,-69.73729,Augusta,Maine
4401,2,44.84711,-68.84654,Bangor,Maine
4473,1,44.88594,-68.71888,Orono,Maine
4538,1,43.85632,-69.62807,Boothbay Harbor,Maine
4605,1,44.66038,-68.41623,Ellsworth,Maine
4609,2,44.38518,-68.27108,Bar Harbor,Maine
4619,1,45.13397,-67.22401,Calais,Maine
4658,1,44.53873,-67.87257,Milbridge,Maine
4730,1,46.12574,-67.91471,Houlton,Maine
4736,1,46.90661,-68.01998,Caribou,Maine
4756,1,47.33054,-68.30176,Madawaska,Maine
4841,1,44.12739,-69.13686,Rockland,Maine
4843,1,44.22929,-69.08924,Camden,Maine
4861,1,44.09302,-69.17483,Thomaston,Maine
4901,3,44.55449,-69.57037,Waterville,Maine
4915,1,44.46643,-69.04156,Belfast,Maine
4938,1,44.65881,-70.10329,Farmington,Maine
4976,1,44.79873,-69.66951,Skowhegan,Maine
5032,1,43.80193,-72.65708,Bethel,Vermont
5060,1,43.96199,-72.68594,Randolph,Vermont
5156,1,43.30719,-72.46928,Springfield,Vermont
5201,1,42.87652,-73.1426,Bennington,Vermont
5255,1,43.16696,-73.06685,Manchester Center,Vermont
5401,1,44.47484,-73.21758,Burlington,Vermont
5403,3,44.447,-73.17229,South Burlington,Vermont
5446,1,44.5541,-73.21647,Colchester,Vermont
5452,1,44.5238,-73.06479,Essex Junction,Vermont
5478,2,44.7941,-73.11714,Saint Albans,Vermont
5495,1,44.42901,-73.09197,Williston,Vermont
5602,3,44.2848,-72.61498,Montpelier,Vermont
5641,1,44.18602,-72.45108,Barre,Vermont
5661,1,44.53743,-72.61724,Morrisville,Vermont
5672,1,44.48151,-72.72174,Stowe,Vermont
5673,1,44.19371,-72.84356,Waitsfield,Vermont
5701,1,43.63365,-72.91368,Rutland,Vermont
5753,2,43.9991,-73.17403,Middlebury,Vermont
5777,1,43.5552,-73.05504,West Rutland,Vermont
5819,1,44.40397,-71.98837,Saint Johnsbury,Vermont
5855,1,44.92829,-72.1943,Newport,Vermont
6002,1,41.84286,-72.73714,Bloomfield,Connecticut
6016,1,41.90417,-72.54438,Broad Brook,Connecticut
6018,1,42.02872,-73.29807,Canaan,Connecticut
6037,1,41.61148,-72.7775,Berlin,Connecticut
6039,1,41.95001,-73.44379,Lakeville,Connecticut
6040,1,41.7616,-72.52247,Manchester,Connecticut
6045,1,,,[],[]
6062,1,41.67338,-72.86079,Plainville,Connecticut
6082,1,41.98393,-72.55475,Enfield,Connecticut
6098,1,41.92379,-73.10003,Winsted,Connecticut
6106,3,41.74818,-72.69683,Hartford,Connecticut
6114,2,41.7394,-72.66949,Hartford,Connecticut
6118,1,41.74871,-72.60976,East Hartford,Connecticut
6226,1,41.70816,-72.20731,Willimantic,Connecticut
6250,2,41.77434,-72.19669,Mansfield Center,Connecticut
6340,1,41.35643,-72.04477,Groton,Connecticut
6351,1,41.58873,-71.94854,Jewett City,Connecticut
6355,2,41.36857,-71.97426,Mystic,Connecticut
6357,1,41.32711,-72.21478,Niantic,Connecticut
6379,1,41.36685,-71.85826,Pawcatuck,Connecticut
6385,1,41.35735,-72.15581,Waterford,Connecticut
6405,1,41.28405,-72.79809,Branford,Connecticut
6415,1,41.55563,-72.34694,Colchester,Connecticut
6443,1,41.33976,-72.62783,Madison,Connecticut
6457,1,41.54759,-72.65484,Middletown,Connecticut
6460,1,41.21505,-73.05129,Milford,Connecticut
6473,1,41.38069,-72.85598,North Haven,Connecticut
6477,1,41.2827,-73.0272,Orange,Connecticut
6478,1,41.43133,-73.13499,Oxford,Connecticut
6492,1,41.45927,-72.80473,Wallingford,Connecticut
6498,1,41.30688,-72.46652,Westbrook,Connecticut
6512,1,41.28111,-72.8719,East Haven,Connecticut
6513,1,41.31953,-72.86856,New Haven,Connecticut
6604,1,41.17684,-73.20027,Bridgeport,Connecticut
6605,1,41.16348,-73.21763,Bridgeport,Connecticut
6611,2,41.26009,-73.20823,Trumbull,Connecticut
6614,1,41.22989,-73.12785,Stratford,Connecticut
6705,1,41.549,-72.992,Waterbury,Connecticut
6706,1,41.53285,-73.02389,Waterbury,Connecticut
6758,1,41.67672,-73.2286,Lakeside,Connecticut
6785,1,41.70491,-73.43815,South Kent,Connecticut
6795,1,41.61873,-73.12336,Watertown,Connecticut
6801,1,41.37468,-73.39275,Bethel,Connecticut
6810,1,41.37627,-73.45904,Danbury,Connecticut
6830,2,41.048,-73.624,Greenwich,Connecticut
6840,1,41.15925,-73.49916,New Canaan,Connecticut
6851,1,41.13948,-73.40387,Norwalk,Connecticut
6854,2,41.09148,-73.42972,Norwalk,Connecticut
6877,1,41.30642,-73.50216,Ridgefield,Connecticut
6897,1,41.20705,-73.44009,Wilton,Connecticut
6901,3,41.05349,-73.53845,Stamford,Connecticut
6907,1,41.1021,-73.52033,Stamford,Connecticut
7002,1,40.66681,-74.11582,Bayonne,New Jersey
7006,1,40.85221,-74.2817,Caldwell,New Jersey
7009,1,40.85651,-74.22871,Cedar Grove,New Jersey
7012,1,40.84694,-74.1596,Clifton,New Jersey
7014,1,40.83162,-74.13532,Clifton,New Jersey
7016,1,40.65678,-74.30354,Cranford,New Jersey
7020,2,40.82374,-73.97401,Edgewater,New Jersey
7040,1,40.73302,-74.27117,Maplewood,New Jersey
7041,1,40.72301,-74.30065,Millburn,New Jersey
7042,2,40.81382,-74.21775,Montclair,New Jersey
7043,1,40.84411,-74.20041,Montclair,New Jersey
7052,1,40.78928,-74.26281,West Orange,New Jersey
7054,1,40.85527,-74.40239,Parsippany,New Jersey
7080,1,40.57483,-74.41542,South Plainfield,New Jersey
7083,1,40.69443,-74.2692,Union,New Jersey
7087,1,40.76723,-74.03243,Union City,New Jersey
7090,1,40.65172,-74.34328,Westfield,New Jersey
7092,1,40.68106,-74.36038,Mountainside,New Jersey
7093,2,40.78675,-74.00871,West New York,New Jersey
7094,2,40.78109,-74.06588,Secaucus,New Jersey
7102,1,40.73576,-74.17343,Newark,New Jersey
7103,1,40.73886,-74.19529,Newark,New Jersey
7105,1,40.72266,-74.13874,Newark,New Jersey
7201,1,40.67237,-74.17643,Elizabeth,New Jersey
7204,1,40.66532,-74.2666,Roselle Park,New Jersey
7302,1,40.71894,-74.04462,Jersey City,New Jersey
7307,1,40.75192,-74.05429,Jersey City,New Jersey
7405,1,40.98646,-74.38302,Butler,New Jersey
7410,1,40.93587,-74.11771,Fair Lawn,New Jersey
7446,1,41.05944,-74.14532,Ramsey,New Jersey
7450,1,40.98219,-74.11275,Ridgewood,New Jersey
7470,2,40.94805,-74.24504,Wayne,New Jersey
7506,1,40.95794,-74.15815,Hawthorne,New Jersey
7621,1,40.92357,-73.99824,Bergenfield,New Jersey
7624,1,40.97329,-73.96044,Closter,New Jersey
7630,1,40.97484,-74.024,Emerson,New Jersey
7642,2,41.00742,-74.04402,Hillsdale,New Jersey
7644,1,40.87836,-74.08145,Lodi,New Jersey
7652,1,40.94553,-74.07122,Paramus,New Jersey
7660,2,40.85434,-74.02013,Ridgefield Park,New Jersey
7670,1,40.91758,-73.95323,Tenafly,New Jersey
7675,2,41.00918,-74.00428,Westwood,New Jersey
7701,1,40.36046,-74.07866,Red Bank,New Jersey
7712,1,40.24805,-74.05531,Asbury Park,New Jersey
7716,1,40.40237,-74.03533,Atlantic Highlands,New Jersey
7720,1,40.20176,-74.01276,Bradley Beach,New Jersey
7724,1,40.29801,-74.07517,Eatontown,New Jersey
7728,1,40.22522,-74.28447,Freehold,New Jersey
7730,1,40.42611,-74.17422,Hazlet,New Jersey
7747,1,40.41312,-74.2521,Matawan,New Jersey
7751,1,40.36191,-74.25821,Morganville,New Jersey
7840,1,40.86034,-74.83192,Hackettstown,New Jersey
7866,1,40.9531,-74.48639,Rockaway,New Jersey
7876,1,40.85302,-74.65627,Succasunna,New Jersey
7882,1,40.75327,-75.00748,Washington,New Jersey
7901,1,40.71462,-74.36604,Summit,New Jersey
7922,1,40.67525,-74.42806,Berkeley Heights,New Jersey
7930,1,40.78222,-74.68642,Chester,New Jersey
7936,1,40.81918,-74.36382,East Hanover,New Jersey
7940,2,40.76006,-74.41889,Madison,New Jersey
7960,2,40.78452,-74.49813,Morristown,New Jersey
8001,1,39.55423,-75.35683,Alloway,New Jersey
8002,1,39.93142,-75.02515,Cherry Hill,New Jersey
8008,1,39.62188,-74.22421,Beach Haven,New Jersey
8012,1,39.78409,-75.05586,Blackwood,New Jersey
8016,1,40.06926,-74.83198,Burlington,New Jersey
8043,1,39.84502,-74.95492,Voorhees,New Jersey
8050,1,39.70291,-74.24576,Manahawkin,New Jersey
8053,1,39.86051,-74.89469,Marlton,New Jersey
8057,1,39.97948,-74.94105,Moorestown,New Jersey
8080,1,39.75714,-75.11801,Sewell,New Jersey
8083,1,39.84138,-75.02867,Somerdale,New Jersey
8096,2,39.82921,-75.12871,Woodbury,New Jersey
8204,2,38.97131,-74.92054,Cape May,New Jersey
8225,1,39.36167,-74.53963,Northfield,New Jersey
8226,2,39.26812,-74.60196,Ocean City,New Jersey
8234,2,39.38662,-74.62369,Egg Harbor Township,New Jersey
8242,1,39.01786,-74.88627,Rio Grande,New Jersey
8247,1,39.05279,-74.78508,Stone Harbor,New Jersey
8260,4,38.99555,-74.84088,Wildwood,New Jersey
8330,1,39.4566,-74.73814,Mays Landing,New Jersey
8360,2,39.49374,-75.00352,Vineland,New Jersey
8540,2,40.36423,-74.65661,Princeton,New Jersey
8558,1,40.41382,-74.70236,Skillman,New Jersey
8610,1,40.19377,-74.71565,Trenton,New Jersey
8619,1,40.2414,-74.69669,Trenton,New Jersey
8723,1,40.03896,-74.11091,Brick,New Jersey
8753,1,39.98091,-74.15055,Toms River,New Jersey
8807,1,40.59241,-74.6202,Bridgewater,New Jersey
8812,1,40.5999,-74.47979,Dunellen,New Jersey
8816,1,40.42943,-74.41602,East Brunswick,New Jersey
8818,1,,,[],[]
8822,1,40.52281,-74.86576,Flemington,New Jersey
8835,1,40.54147,-74.58876,Manville,New Jersey
8837,1,40.51432,-74.34477,Edison,New Jersey
8844,1,40.49858,-74.67274,Hillsborough,New Jersey
8865,1,40.7094,-75.15109,Phillipsburg,New Jersey
8902,1,40.44236,-74.48579,North Brunswick,New Jersey
8903,1,,,[],[]
10001,3,40.75064,-73.99728,New York,New York
10002,1,40.71597,-73.98692,New York,New York
10003,7,40.73184,-73.98915,New York,New York
10009,1,40.72639,-73.97865,New York,New York
10011,4,40.74173,-74.00037,New York,New York
10012,3,40.7256,-73.99794,New York,New York
10013,1,40.72001,-74.00472,New York,New York
10014,2,40.73407,-74.00601,New York,New York
10016,1,40.74515,-73.97807,New York,New York
10017,1,40.75235,-73.9726,New York,New York
10018,1,40.75536,-73.99265,New York,New York
10019,5,40.76586,-73.9853,New York,New York
10021,4,40.76963,-73.95899,New York,New York
10022,1,40.75856,-73.96787,New York,New York
10023,5,40.77464,-73.97836,New York,New York
10024,4,40.78534,-73.97138,New York,New York
10027,1,40.81187,-73.95459,New York,New York
10028,3,40.77643,-73.95339,New York,New York
10036,5,40.75976,-73.99064,New York,New York
10101,1,,,[],[]
10281,1,,,[],[]
10303,1,40.63223,-74.16903,Staten Island,New York
10306,1,40.57149,-74.1243,Staten Island,New York
10308,1,40.55213,-74.15029,Staten Island,New York
10314,1,40.60086,-74.16306,Staten Island,New York
10451,1,40.82097,-73.92383,Bronx,New York
10465,1,40.8286,-73.82179,Bronx,New York
10475,1,40.87528,-73.82702,Bronx,New York
10506,1,41.1889,-73.63411,Bedford,New York
10512,1,41.4483,-73.71054,Carmel,New York
10523,1,41.06005,-73.81859,Elmsford,New York
10532,1,41.09873,-73.80066,Hawthorne,New York
10533,1,41.03826,-73.8556,Irvington,New York
10538,1,40.9376,-73.75707,Larchmont,New York
10543,1,40.95274,-73.73645,Mamaroneck,New York
10547,2,41.31178,-73.84637,Mohegan Lake,New York
10549,1,41.19981,-73.72028,Mount Kisco,New York
10570,1,41.12854,-73.78917,Pleasantville,New York
10573,2,41.01676,-73.67735,Port Chester,New York
10598,2,41.28309,-73.79516,Yorktown Heights,New York
10601,3,41.03288,-73.7648,White Plains,New York
10606,1,41.02065,-73.77588,White Plains,New York
10607,1,41.03949,-73.81214,White Plains,New York
10704,1,40.91911,-73.86187,Yonkers,New York
10708,1,40.9379,-73.83167,Bronxville,New York
10710,2,40.96732,-73.84739,Yonkers,New York
10801,1,40.91751,-73.78396,New Rochelle,New York
10803,1,40.89978,-73.80619,Pelham,New York
10901,1,41.14554,-74.12504,Suffern,New York
10918,1,41.34816,-74.25828,Chester,New York
10940,3,41.45149,-74.46997,Middletown,New York
10956,1,41.15562,-73.99314,New City,New York
10970,1,41.1852,-74.06568,Pomona,New York
10990,1,41.2651,-74.3663,Warwick,New York
10994,3,41.09702,-73.97322,West Nyack,New York
11010,1,40.70066,-73.67514,Franklin Square,New York
11022,1,,,[],[]
11030,1,40.79293,-73.68868,Manhasset,New York
11040,1,40.74572,-73.67979,New Hyde Park,New York
11050,2,40.83815,-73.69113,Port Washington,New York
11101,1,40.74679,-73.93916,Long Island City,New York
11104,2,40.74484,-73.92049,Sunnyside,New York
11201,2,40.69477,-73.99031,Brooklyn,New York
11208,1,40.67481,-73.87243,Brooklyn,New York
11215,2,40.66255,-73.98687,Brooklyn,New York
11220,2,40.64142,-74.01741,Brooklyn,New York
11222,1,40.72862,-73.94764,Brooklyn,New York
11230,1,40.6221,-73.96525,Brooklyn,New York
11231,1,40.67603,-74.00644,Brooklyn,New York
11234,1,40.6072,-73.91107,Brooklyn,New York
11235,1,40.58411,-73.94331,Brooklyn,New York
11357,1,40.78636,-73.81094,Whitestone,New York
11360,1,40.7805,-73.78159,Bayside,New York
11362,1,40.75899,-73.73583,Little Neck,New York
11365,2,40.73983,-73.79499,Fresh Meadows,New York
11367,1,40.73044,-73.82274,Flushing,New York
11368,2,40.74962,-73.85264,Corona,New York
11369,1,40.76345,-73.87222,East Elmhurst,New York
11372,1,40.75172,-73.88367,Jackson Heights,New York
11375,2,40.72315,-73.84373,Forest Hills,New York
11377,1,40.74483,-73.90516,Woodside,New York
11385,1,40.70103,-73.89011,Ridgewood,New York
11415,1,40.70808,-73.82801,Kew Gardens,New York
11417,1,40.67641,-73.84455,Ozone Park,New York
11427,1,40.73094,-73.74569,Queens Village,New York
11432,1,40.71491,-73.79295,Jamaica,New York
11510,1,40.65027,-73.60809,Baldwin,New York
11530,1,40.72716,-73.63654,Garden City,New York
11542,1,40.87073,-73.62879,Glen Cove,New York
11554,1,40.71974,-73.56044,East Meadow,New York
11563,1,40.65746,-73.67408,Lynbrook,New York
11565,1,40.67505,-73.67177,Malverne,New York
11566,1,40.66307,-73.55407,Merrick,New York
11570,1,40.66504,-73.63882,Rockville Centre,New York
11577,2,40.78288,-73.6391,Roslyn Heights,New York
11581,1,40.65153,-73.71653,Valley Stream,New York
11582,1,,,[],[]
11590,2,40.75541,-73.57463,Westbury,New York
11702,1,40.65155,-73.33824,Babylon,New York
11704,1,40.71623,-73.35908,West Babylon,New York
11710,2,40.67217,-73.53293,Bellmore,New York
11725,1,40.84056,-73.28085,Commack,New York
11727,1,40.88019,-73.00368,Coram,New York
11731,1,40.86262,-73.31703,East Northport,New York
11735,2,40.73177,-73.43284,Farmingdale,New York
11742,2,40.81034,-73.0419,Holtsville,New York
11743,2,40.88018,-73.4266,Huntington,New York
11746,2,40.81421,-73.3608,Huntington Station,New York
11751,2,40.72999,-73.21424,Islip,New York
11756,1,40.72545,-73.51656,Levittown,New York
11772,1,40.76118,-72.9875,Patchogue,New York
11776,1,40.91345,-73.04567,Port Jefferson Station,New York
11779,1,40.8127,-73.1156,Ronkonkoma,New York
11783,1,40.67766,-73.49068,Seaford,New York
11790,1,40.90719,-73.12777,Stony Brook,New York
11801,1,40.76256,-73.52383,Hicksville,New York
11937,1,40.99714,-72.20253,East Hampton,New York
11944,1,41.09888,-72.37223,Greenport,New York
11946,1,40.87033,-72.52294,Hampton Bays,New York
11950,1,40.80627,-72.84734,Mastic,New York
11952,1,40.99716,-72.54369,Mattituck,New York
11954,1,41.04458,-71.9518,Montauk,New York
11963,1,40.99921,-72.32271,Sag Harbor,New York
11968,1,40.90035,-72.42081,Southampton,New York
12010,1,42.93752,-74.17287,Amsterdam,New York
12020,1,43.00208,-73.87401,Ballston Spa,New York
12037,2,42.33506,-73.55714,Chatham,New York
12043,1,42.70357,-74.5267,Cobleskill,New York
12051,1,42.34493,-73.83938,Coxsackie,New York
12065,1,42.85402,-73.78654,Clifton Park,New York
12077,1,42.59426,-73.7841,Glenmont,New York
12095,1,43.03151,-74.41553,Johnstown,New York
12110,1,42.75349,-73.77671,Latham,New York
12133,1,,,[],[]
12140,1,42.689,-73.56689,Poestenkill,New York
12144,1,42.63106,-73.71801,Rensselaer,New York
12180,1,42.7516,-73.59997,Troy,New York
12203,2,42.68138,-73.85099,Albany,New York
12208,1,42.65293,-73.80835,Albany,New York
12209,1,42.6382,-73.78976,Albany,New York
12302,1,42.88188,-73.98323,Schenectady,New York
12306,1,42.80686,-74.03344,Schenectady,New York
12401,1,41.93504,-74.05446,Kingston,New York
12414,2,42.2211,-73.92356,Catskill,New York
12498,2,42.04772,-74.11007,Woodstock,New York
12524,1,41.53092,-73.89245,Fishkill,New York
12534,2,42.22434,-73.75427,Hudson,New York
12538,1,41.79246,-73.89336,Hyde Park,New York
12540,1,41.67073,-73.72524,Lagrangeville,New York
12546,1,41.96627,-73.53313,Millerton,New York
12550,1,41.53671,-74.05196,Newburgh,New York
12553,1,41.46146,-74.07311,New Windsor,New York
12561,2,41.75602,-74.0958,New Paltz,New York
12571,1,42.00663,-73.81152,Red Hook,New York
12572,1,41.92548,-73.8717,Rhinebeck,New York
12601,2,41.70602,-73.91119,Poughkeepsie,New York
12602,1,,,[],[]
12701,1,41.65125,-74.6982,Monticello,New York
12723,1,41.77809,-75.02751,Callicoon,New York
12804,1,43.3375,-73.68307,Queensbury,New York
12866,2,43.07537,-73.7401,Saratoga Springs,New York
12870,1,43.83931,-73.7625,Schroon Lake,New York
12901,1,44.70842,-73.47465,Plattsburgh,New York
12946,1,44.23162,-73.98903,Lake Placid,New York
12953,1,44.74198,-74.26347,Malone,New York
12986,2,44.22279,-74.44056,Tupper Lake,New York
13021,2,42.91713,-76.5542,Auburn,New York
13027,1,43.16741,-76.36258,Baldwinsville,New York
13041,1,43.19079,-76.19711,Clay,New York
13104,1,42.96378,-75.95523,Manlius,New York
13115,1,43.3937,-76.47462,Minetto,New York
13126,1,43.43469,-76.46331,Oswego,New York
13202,1,43.04356,-76.15065,Syracuse,New York
13211,1,43.10333,-76.11954,Syracuse,New York
13214,2,43.03865,-76.0741,Syracuse,New York
13290,1,43.07132,-76.17368,Syracuse,New York
13346,1,42.82093,-75.54453,Hamilton,New York
13365,1,43.09804,-74.84937,Little Falls,New York
13367,1,43.85563,-75.31772,Lowville,New York
13413,1,43.0576,-75.27495,New Hartford,New York
13421,1,43.06293,-75.64654,Oneida,New York
13440,1,43.21807,-75.45941,Rome,New York
13502,1,43.14121,-75.16584,Utica,New York
13601,1,43.96949,-75.90965,Watertown,New York
13617,1,44.5789,-75.14668,Canton,New York
13662,1,44.9378,-74.89383,Massena,New York
13669,1,44.65004,-75.49861,Ogdensburg,New York
13676,1,44.65178,-74.91377,Potsdam,New York
13760,1,42.13425,-76.08354,Endicott,New York
13815,1,42.54712,-75.53413,Norwich,New York
13820,2,42.47204,-75.03893,Oneonta,New York
13849,1,42.33785,-75.31392,Unadilla,New York
13850,1,42.04873,-76.02663,Vestal,New York
13905,1,42.18086,-75.94476,Binghamton,New York
14020,1,42.99513,-78.21508,Batavia,New York
14043,1,42.90142,-78.70431,Depew,New York
14048,1,42.48087,-79.31128,Dunkirk,New York
14075,1,42.71297,-78.82985,Hamburg,New York
14094,1,43.15989,-78.70032,Lockport,New York
14105,1,43.19043,-78.4813,Middleport,New York
14127,1,42.75204,-78.74402,Orchard Park,New York
14141,1,42.52366,-78.7109,Springville,New York
14203,1,42.86244,-78.86507,Buffalo,New York
14207,1,42.95201,-78.89824,Buffalo,New York
14216,1,42.94855,-78.862,Buffalo,New York
14217,1,42.97189,-78.87674,Buffalo,New York
14221,2,42.97918,-78.72158,Buffalo,New York
14225,2,42.92879,-78.752,Buffalo,New York
14226,3,42.97078,-78.79844,Buffalo,New York
14227,1,42.88402,-78.74665,Buffalo,New York
14304,2,43.10197,-78.95282,Niagara Falls,New York
14437,1,42.57072,-77.73435,Dansville,New York
